owner,type_detailed,type,return_abnormal_1m,Senator,Party,Occupation,Age,In_Office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
Joint,Sale (Full),Sale,0.045109941,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.10550315,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.050987399,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.074261334,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.089526192,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Purchase,Purchase,-0.035450252,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Joint,Sale (Full),Sale,-0.095570407,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.079378576,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.337297831,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.111208008,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.262010504,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.061112651,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.161685664,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.051320389,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.001845681,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.050086827,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.009987462,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,-0.03262314,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.080296642,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Joint,Sale (Full),Sale,0.030258524,David Perdue,Republican,Corporate executive,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.04114674,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.047344886,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.017426607,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.005697021,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.009913684,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.04507498,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.044914306,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.041325575,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.097929085,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.141015127,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.00605431,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.214663416,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.132181042,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.194325131,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.094318343,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,-0.058641558,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.129285931,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.103071968,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.083172571,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.083172571,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,4.86E-05,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.063841657,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.017812296,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,-0.00585443,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.018329967,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.34141719,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.033649357,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.029935711,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.029935711,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.088774646,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.023987626,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.110639425,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.209201685,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-2.220683635,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.035930403,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.563559981,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.191230766,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.021963421,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.030710428,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.044513417,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Joint,Sale (Partial),Sale,-0.022046149,Dan Sullivan,Republican,U.S. Marine Corps officer; Lawyer; Assistant Secretary of State for Economic and Business Affairs,56,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Spouse,Purchase,Purchase,0.073869336,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,0.044925695,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Purchase,Purchase,-0.044925695,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Purchase,Purchase,-0.01390584,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Self,Sale (Partial),Sale,0.044925695,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Purchase,Purchase,-0.021394384,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.161062084,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.056972852,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.205756686,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.165106748,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.219199622,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.013993088,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.151909559,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.152534025,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.078178503,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.175759793,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.13684475,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.297535766,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-2.06625796,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.006970583,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.297535766,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,0.104630476,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.003837823,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.054530114,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.032491669,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.158581294,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.04792096,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.063379058,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.043862551,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.248751285,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.050733506,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.115530413,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.245955787,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.081376157,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.016728215,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Child,Purchase,Purchase,-0.016728215,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Child,Purchase,Purchase,-0.016728215,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Child,Purchase,Purchase,-0.016728215,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Joint,Sale (Partial),Sale,0.012436027,Dan Sullivan,Republican,U.S. Marine Corps officer; Lawyer; Assistant Secretary of State for Economic and Business Affairs,56,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Spouse,Purchase,Purchase,0.204828299,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.015817261,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.035438511,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.000687522,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.04302456,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.015472188,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.084783907,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.045843151,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.031759289,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.017421096,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.031164395,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.012323815,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.033662467,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.02775919,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.069880967,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.006187925,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.062824775,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.160681637,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.003005106,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.035214553,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.067814719,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.112928747,Shelley Moore Capito,Republican,"College career counselor; Director, state Board of Regents educational information center",67,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Spouse,Purchase,Purchase,0.040594899,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.057236293,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.040594899,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.010887582,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.046537012,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.006738272,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Self,Sale (Partial),Sale,0.038168618,Jim Inhofe,Republican,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Spouse,Purchase,Purchase,-0.193650355,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.204821893,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.091488307,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.111726905,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,-0.113619956,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.100201113,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.026977891,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.1380918,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,-0.045260044,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,0.019429018,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.010488875,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,0.141409732,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.146062384,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.03994414,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.034379344,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.110954299,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.002165801,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.12703594,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.096539473,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.048610587,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.031700505,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Child,Sale (Full),Sale,-0.004108803,Pat Toomey,Republican,Currency trader; Restaurant owner,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Spouse,Sale (Full),Sale,-0.027238844,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Child,Purchase,Purchase,0.004108803,Pat Toomey,Republican,Currency trader; Restaurant owner,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Spouse,Sale (Full),Sale,-0.098306537,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
